price,rooms,area,state,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen,build_year,cellar,garage,kitchen_type,water_softener,bathrooms,solar_panels,heating_type,heat_pump,air_conditioning,alarm,parking_places_outdoor,garden_surface,garden_orientation,terrace_surface,terrace_orientation,land_surface,sewer_connection,running_water,primary_energy_consumption,certification_electrical_installation,certification_gasoil_tank,planning_permission_granted,preemption_right,demarcated_flooding_area,surroundings_protected,opportunity_for_professional,wash_room,leased,living_room_surface,attic,glazing_type,elevator,entry_phone,security_door,access_disabled,apartement_floor,front_facade_orientation,number_floors,toilets,cadastral_income,vat,property_subtype,postal_code,property_type,area_missing,build_year_missing,garden_surface_missing,terrace_surface_missing,land_surface_missing,primary_energy_consumption_missing,living_room_surface_missing,cadastral_income_missing
465000.0,20,120.0,2,4,2,2,2,2,1,1975.0,2,0,2,2,7,0,3,0,0,2,0,200.0,1,14.0,1,405.0,2,2,232.0,0,0,2,2,0,2,2,0,2,32.0,2,0,2,2,2,2,27,0,30,18,1600.0,1,0,2610,0,0,0,1,1,1,1,1,0
165000.0,1,56.0,2,4,2,0,0,2,1,2011.0,2,1,2,2,0,2,3,2,0,0,0,200.0,1,14.0,1,405.0,2,2,232.0,0,0,2,2,0,0,2,0,0,32.0,2,0,0,2,2,0,27,0,30,18,800.0,1,0,2060,0,0,1,1,1,1,1,1,1
194000.0,13,74.0,4,1,0,0,0,2,1,2011.0,2,0,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,339.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,1,0,30,0,800.0,1,0,2170,0,0,1,1,1,1,0,1,1
695000.0,31,318.0,4,1,0,1,1,2,1,1995.0,2,0,2,2,10,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,2,179.0,1,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,30,18,2198.0,1,12,2600,0,0,0,1,1,1,0,1,0
175000.0,13,103.0,4,1,0,1,0,2,1,1964.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,246.0,0,0,2,2,0,2,2,0,0,32.0,2,1,1,2,2,2,23,0,27,0,800.0,1,0,2660,0,0,0,1,1,1,0,1,1
229000.0,1,60.0,2,4,0,1,0,2,1,2017.0,2,1,2,2,0,2,5,2,2,2,0,200.0,1,6.0,1,405.0,2,1,124.0,2,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,11,0,30,0,800.0,1,0,2660,0,0,0,1,0,1,0,1,1
445000.0,13,83.0,2,4,2,1,0,2,1,2022.0,2,1,2,2,0,2,6,2,0,0,0,200.0,1,10.0,1,405.0,2,2,66.0,0,0,2,2,0,0,2,0,0,32.0,2,1,1,2,2,0,6,0,30,0,800.0,1,0,2000,0,0,0,1,0,1,0,1,1
245000.0,1,64.0,4,1,0,1,1,2,1,1956.0,2,1,2,2,0,2,3,2,2,2,0,155.0,1,15.0,1,405.0,2,1,319.0,2,0,2,2,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,11,18,800.0,1,9,2170,0,0,0,0,0,1,0,1,1
249000.0,13,112.0,4,4,0,1,0,2,1,1991.0,2,0,2,2,0,2,3,2,2,2,0,200.0,1,6.0,1,405.0,2,2,130.0,1,0,2,0,0,2,2,0,0,40.0,2,1,1,2,2,2,18,0,25,0,1162.0,1,0,2170,0,0,0,1,0,1,0,0,0
224000.0,13,97.0,2,4,2,1,0,2,1,1974.0,2,1,2,2,19,2,5,2,2,0,0,200.0,1,14.0,1,405.0,2,2,291.0,0,0,2,2,0,0,2,0,0,32.0,2,1,0,2,2,0,27,0,30,18,800.0,1,0,2600,0,0,0,1,1,1,0,1,1
198000.0,1,57.0,4,2,0,1,0,2,1,1974.0,2,1,2,2,0,2,5,2,2,2,0,200.0,1,14.0,1,405.0,2,1,262.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,11,0,30,0,570.0,1,0,2100,0,0,0,1,1,1,0,1,0
265000.0,13,60.0,2,4,2,1,0,2,1,1952.0,2,1,2,2,0,2,3,2,0,0,0,200.0,1,12.0,1,405.0,2,2,297.0,0,0,2,0,0,0,2,0,0,32.0,2,0,0,2,2,0,0,0,11,0,800.0,1,0,2018,0,0,0,1,0,1,0,1,1
329000.0,13,81.0,3,4,0,1,0,2,1,2011.0,2,1,2,2,0,1,3,2,2,2,0,200.0,1,6.0,1,405.0,2,2,232.0,2,0,2,0,0,2,2,0,0,35.0,2,1,0,2,2,2,11,0,22,0,800.0,0,0,2020,0,0,1,1,0,1,1,0,1
264000.0,13,83.0,4,1,0,0,1,2,1,1963.0,2,1,2,2,0,2,3,2,2,2,0,37.0,1,14.0,1,405.0,2,1,253.0,0,0,2,2,0,2,2,0,0,28.0,2,1,1,2,2,2,27,0,20,0,697.0,1,9,2100,0,0,0,0,1,1,0,0,0
325000.0,13,148.0,5,4,0,1,0,2,1,1978.0,2,0,2,2,7,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,248.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,22,0,30,7,800.0,1,0,2610,0,0,0,1,1,1,0,1,1
199000.0,1,61.0,4,4,2,1,1,2,1,1974.0,0,0,2,2,0,2,3,2,2,2,0,40.0,1,14.0,1,405.0,2,2,263.0,0,0,1,2,0,0,2,0,2,32.0,0,0,0,1,2,0,27,0,11,18,619.0,1,9,2610,0,0,0,0,1,1,0,1,0
305000.0,13,140.0,2,4,2,1,0,2,1,1978.0,2,1,2,2,0,2,5,2,2,0,0,200.0,1,4.0,1,405.0,2,2,322.0,0,0,2,0,0,0,2,0,0,32.0,2,1,1,2,2,0,24,0,30,7,800.0,1,0,2000,0,0,0,1,0,1,0,1,1
175000.0,1,65.0,5,4,2,1,1,2,1,1960.0,0,1,2,2,19,2,3,2,2,2,0,27.0,1,2.0,1,405.0,2,2,566.0,0,0,1,2,0,0,2,0,2,32.0,0,0,0,2,2,0,1,0,11,18,488.0,1,0,2610,0,0,0,0,0,1,0,1,0
259000.0,13,91.0,4,1,0,1,0,2,1,1999.0,2,0,2,2,0,2,3,2,2,2,0,200.0,1,12.0,1,405.0,2,1,162.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,27,0,30,0,927.0,1,0,2660,0,0,0,1,0,1,0,1,0
205000.0,1,50.0,2,4,2,0,0,2,1,1971.0,2,1,2,2,0,2,5,2,2,2,0,200.0,1,14.0,1,405.0,2,1,265.0,2,0,2,2,0,2,2,0,0,32.0,2,1,2,2,2,2,11,0,11,18,498.0,1,0,2610,0,0,0,1,1,1,0,1,0
205500.0,13,81.0,4,1,0,1,0,2,1,1959.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,519.0,0,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,11,0,30,0,800.0,1,0,2170,0,0,0,1,1,1,0,1,1
305000.0,13,88.0,3,1,0,1,0,2,1,2011.0,2,1,2,2,0,2,5,2,2,2,0,200.0,1,5.0,1,405.0,2,1,232.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,15,0,30,7,800.0,1,0,2170,0,0,1,1,0,1,1,1,1
310000.0,13,88.0,3,1,0,1,0,2,1,2011.0,2,1,2,2,0,2,5,2,2,2,0,200.0,1,5.0,1,405.0,2,1,232.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,11,0,30,7,800.0,1,0,2170,0,0,1,1,0,1,1,1,1
315000.0,13,88.0,3,1,0,1,0,2,1,2011.0,2,1,2,2,0,2,5,2,2,2,0,200.0,1,5.0,1,405.0,2,1,232.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,1,0,30,7,800.0,1,0,2170,0,0,1,1,0,1,1,1,1
659500.0,20,115.0,0,4,2,1,2,2,1,2011.0,2,1,2,2,19,2,6,2,2,2,0,200.0,1,14.0,1,405.0,2,2,232.0,0,0,2,2,0,2,2,0,2,32.0,2,1,2,2,2,2,6,0,15,18,800.0,0,0,2000,0,0,1,1,1,1,1,1,1
219000.0,13,86.0,4,1,0,1,0,2,1,1972.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,2,178.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,23,0,30,0,840.0,1,0,2610,0,0,0,1,1,1,0,1,0
435000.0,13,92.0,2,4,2,1,0,2,1,2024.0,2,0,2,2,0,1,1,2,0,0,0,200.0,1,8.0,1,405.0,2,2,232.0,0,0,2,0,0,0,2,0,0,32.0,2,0,1,2,2,0,11,0,20,0,800.0,1,0,2000,0,0,0,1,0,1,1,1,1
194900.0,1,40.0,4,4,0,0,0,2,1,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,2,158.0,2,0,2,2,0,2,2,0,0,20.0,2,1,0,2,2,2,15,0,20,18,800.0,1,0,2018,0,0,1,1,1,1,0,0,1
399000.0,1,100.0,2,4,2,1,0,2,1,2024.0,2,0,2,2,0,1,1,2,0,0,0,200.0,1,8.0,1,405.0,2,2,232.0,0,0,2,0,0,0,2,0,0,32.0,2,0,1,2,2,0,11,0,20,0,800.0,1,0,2000,0,0,0,1,0,1,1,1,1
259000.0,13,101.0,0,1,0,1,0,2,1,1971.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,125.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,1,0,11,0,800.0,1,0,2180,0,0,0,1,1,1,0,1,1
699000.0,20,146.0,2,4,2,0,1,2,1,2024.0,2,0,2,2,7,1,1,2,0,0,0,200.0,1,14.0,1,405.0,2,2,232.0,0,0,2,0,0,0,2,0,0,32.0,2,0,1,2,2,0,0,0,20,7,800.0,1,0,2000,0,0,0,1,1,1,1,1,1
280000.0,20,110.0,2,4,2,1,0,2,1,1964.0,2,0,2,2,0,2,3,2,0,0,0,200.0,1,14.0,1,405.0,2,2,140.0,0,0,2,0,0,0,2,0,0,32.0,2,1,0,2,2,0,21,0,30,0,800.0,1,0,2050,0,0,0,1,1,1,0,1,1
985000.0,13,326.0,0,1,2,1,0,2,4,1930.0,2,0,2,2,7,2,5,2,2,2,0,200.0,1,200.0,1,405.0,2,2,215.0,0,0,2,0,0,2,2,0,2,32.0,2,1,1,2,2,2,21,0,26,0,800.0,1,0,2000,0,0,0,1,0,1,0,1,1
219000.0,1,75.0,4,1,0,1,0,2,1,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,5.0,1,405.0,2,1,99.0,2,0,2,0,0,2,2,0,0,24.0,2,1,1,2,2,2,11,0,20,0,871.0,1,0,2020,0,0,0,1,0,1,0,0,0
395000.0,31,169.0,4,1,0,1,2,2,0,1977.0,1,1,4,2,19,2,3,2,2,1,0,200.0,1,14.0,1,405.0,1,1,200.0,0,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,22,0,28,7,800.0,1,12,2000,0,0,0,1,1,1,0,1,1
169000.0,1,37.0,4,1,1,1,0,2,1,2019.0,2,0,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,70.0,2,0,2,1,0,2,2,0,0,32.0,2,1,1,2,2,2,11,0,25,0,303.0,1,21,2600,0,0,0,1,1,1,0,1,0
169000.0,1,37.0,4,1,1,1,0,2,1,2019.0,2,0,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,70.0,2,0,2,1,0,2,2,0,0,32.0,2,1,1,2,2,2,11,0,25,0,303.0,1,0,2600,0,0,0,1,1,1,0,1,0
175000.0,13,92.0,4,2,0,1,0,2,1,1976.0,2,0,2,2,0,2,3,2,2,2,0,200.0,1,6.0,1,405.0,2,1,160.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,3,0,30,0,1074.0,1,0,2100,0,0,0,1,0,1,0,1,0
1795000.0,13,413.0,0,1,0,1,0,2,1,2000.0,2,0,2,2,7,1,3,2,2,2,0,200.0,1,250.0,1,405.0,2,1,123.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,15,0,20,7,3552.0,1,18,2000,0,0,0,1,0,1,0,1,0
1795000.0,13,413.0,0,1,0,1,0,2,1,2000.0,2,0,2,2,7,1,3,2,2,2,0,200.0,1,250.0,1,405.0,2,1,123.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,15,0,20,7,3552.0,1,12,2000,0,0,0,1,0,1,0,1,0
339000.0,24,165.0,4,1,0,1,0,2,1,1930.0,2,1,2,2,7,2,3,2,2,2,0,200.0,1,34.0,1,405.0,2,1,272.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,20,7,706.0,1,7,2180,0,0,0,1,0,1,0,1,0
229000.0,20,112.0,0,1,0,1,0,2,1,1968.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,155.0,2,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,15,0,30,0,944.0,1,0,2100,0,0,0,1,1,1,0,1,0
259000.0,13,81.0,4,1,0,1,0,2,1,1979.0,2,1,2,2,0,1,3,2,2,2,0,200.0,1,2.0,1,405.0,2,1,232.0,0,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,1,0,20,18,704.0,1,0,2180,0,0,0,1,0,1,1,1,0
250000.0,20,85.0,4,1,0,1,0,1,1,1980.0,2,0,2,2,19,1,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,135.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,1,0,25,0,800.0,1,0,2180,0,0,0,1,1,1,0,1,1
1795000.0,13,413.0,0,1,0,1,0,2,1,2000.0,2,0,2,2,7,1,3,2,2,2,0,200.0,1,250.0,1,405.0,2,1,123.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,15,0,20,7,3552.0,1,0,2000,0,0,0,1,0,1,0,1,0
325000.0,13,115.0,2,4,2,1,0,2,1,2011.0,2,1,2,2,0,2,5,2,2,0,0,200.0,1,14.0,1,405.0,2,2,211.0,0,0,2,2,0,0,2,0,0,32.0,2,1,0,2,2,0,25,0,6,0,800.0,1,0,2050,0,0,1,1,1,1,0,1,1
249500.0,20,125.0,0,2,0,1,0,2,1,1968.0,2,0,2,2,0,2,2,2,2,2,0,200.0,1,4.0,1,405.0,2,1,487.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,30,0,1070.0,1,9,2100,0,0,0,1,0,1,0,1,0
199000.0,1,60.0,4,1,0,1,0,2,4,1980.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,5.0,1,405.0,2,1,151.0,2,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,15,0,30,0,1127.0,1,0,2610,0,0,0,1,0,1,0,1,0
339000.0,22,118.0,4,2,0,0,0,2,1,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,315.0,2,0,2,2,0,2,2,0,0,32.0,2,1,0,2,2,2,1,0,20,0,882.0,1,0,2100,0,0,1,1,1,1,0,1,0
199990.0,13,97.0,2,4,2,1,0,2,1,1973.0,2,0,2,2,0,2,2,2,0,0,0,200.0,1,8.0,1,405.0,2,2,0.0,0,0,2,0,0,0,2,0,0,32.0,2,0,1,2,2,0,21,0,30,0,800.0,1,0,2170,0,0,0,1,0,1,0,1,1
335000.0,13,112.0,2,4,2,0,0,2,1,1977.0,2,1,2,2,0,2,3,2,0,0,0,200.0,1,14.0,1,405.0,2,2,254.0,0,0,2,0,0,0,2,0,0,32.0,2,1,1,2,2,0,22,0,30,18,800.0,1,0,2000,0,0,0,1,1,1,0,1,1
239000.0,20,90.0,1,4,2,1,2,2,1,1965.0,1,1,2,2,0,2,2,2,1,2,0,200.0,1,14.0,1,405.0,2,2,194.0,0,0,0,2,0,0,2,0,2,32.0,0,0,1,1,2,0,11,0,7,18,749.0,1,0,2020,0,0,0,1,1,1,0,1,0
189000.0,1,70.0,4,1,0,1,0,2,4,1956.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,3.0,1,405.0,2,1,232.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,11,0,11,0,800.0,1,0,2170,0,0,0,1,0,1,0,1,1
725000.0,20,140.0,2,4,2,1,0,2,1,2021.0,2,0,2,2,7,2,6,2,0,0,0,200.0,1,29.0,1,405.0,2,2,232.0,0,0,2,0,0,0,2,0,0,32.0,2,1,0,2,2,0,11,0,30,18,800.0,1,0,2050,0,0,0,1,0,1,1,1,1
498000.0,13,80.0,2,1,2,1,0,2,4,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,3.0,1,405.0,2,2,55.0,2,0,0,0,0,2,2,0,2,32.0,2,0,0,2,2,2,1,0,20,0,800.0,1,0,2000,0,0,1,1,0,1,0,1,1
270000.0,13,110.0,0,1,0,1,0,2,4,2012.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,12.0,1,405.0,2,1,93.0,2,0,2,1,0,2,2,0,0,32.0,2,1,1,2,2,2,11,0,20,0,800.0,1,0,2020,0,0,0,1,0,1,0,1,1
212000.0,13,98.0,4,1,0,0,0,2,4,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,204.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,30,0,509.0,1,0,2170,0,0,1,1,1,1,0,1,0
279000.0,20,117.0,4,2,0,1,0,2,4,1967.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,2.0,1,405.0,2,1,217.0,1,0,2,0,0,2,2,0,0,45.0,2,1,1,2,2,2,11,0,25,0,1232.0,1,0,2018,0,0,0,1,0,1,0,0,0
275000.0,20,115.0,2,4,2,1,2,0,1,1968.0,0,1,2,2,0,2,5,2,2,0,0,200.0,1,10.0,1,405.0,2,2,0.0,0,0,2,0,0,0,2,0,0,32.0,0,1,0,2,2,0,15,0,30,0,800.0,1,0,2050,0,0,0,1,0,1,0,1,1
264000.0,1,80.0,4,1,0,1,1,2,1,1930.0,2,1,2,2,0,2,5,2,2,2,0,200.0,1,21.0,1,405.0,2,2,176.0,2,0,2,1,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,30,0,1456.0,1,9,2600,0,0,0,1,0,1,0,1,0
249500.0,1,55.0,4,1,0,1,1,2,4,1931.0,2,1,2,2,0,2,3,2,2,2,0,80.0,1,20.0,1,405.0,2,1,255.0,2,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,11,0,474.0,1,9,2610,0,0,0,0,0,1,0,1,0
123000.0,31,39.0,2,4,2,1,2,0,1,1973.0,0,1,2,2,19,2,5,2,2,0,0,200.0,1,14.0,1,405.0,2,2,232.0,0,0,2,0,0,0,2,0,0,32.0,0,1,0,2,2,0,24,0,30,18,800.0,1,0,2140,0,0,0,1,1,1,1,1,1
220000.0,1,94.0,4,1,0,0,0,2,1,1899.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,2,330.0,2,0,2,1,0,2,2,0,0,32.0,2,1,0,2,2,2,1,0,30,0,427.0,1,0,2060,0,0,0,1,1,1,0,1,0
448000.0,24,119.0,2,4,2,1,1,2,1,1993.0,2,0,2,2,10,2,5,2,2,0,0,200.0,1,14.0,1,405.0,2,2,0.0,0,0,2,0,0,0,2,0,0,32.0,2,1,0,2,2,0,27,0,30,13,800.0,1,0,2660,0,1,0,1,1,1,0,1,1
449000.0,22,129.0,4,1,0,1,0,2,1,2016.0,2,1,2,2,7,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,167.0,0,0,2,1,0,2,2,0,0,32.0,2,1,1,2,2,2,18,0,22,7,800.0,1,0,2060,0,0,0,1,1,1,0,1,1
696600.0,20,162.0,2,4,2,1,0,2,1,2023.0,2,1,2,2,7,2,6,2,0,0,0,200.0,1,10.0,1,405.0,2,2,232.0,0,0,2,0,0,0,2,0,0,32.0,2,1,0,2,2,0,18,0,27,0,800.0,1,0,2000,0,0,0,1,0,1,1,1,1
239000.0,13,75.0,4,2,0,0,0,2,1,1964.0,2,1,2,2,0,2,6,2,2,2,0,200.0,1,14.0,1,405.0,2,1,151.0,2,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,18,0,26,0,825.0,1,0,2140,0,0,0,1,1,1,0,1,0
148000.0,1,26.0,2,4,2,2,2,2,1,2011.0,2,1,2,2,0,2,3,2,0,0,0,200.0,1,14.0,1,405.0,2,2,142.0,0,0,0,0,0,0,2,0,2,32.0,2,1,0,2,2,0,15,0,20,0,800.0,1,0,2000,0,0,1,1,1,1,0,1,1
215000.0,13,68.0,2,4,2,0,0,2,1,2011.0,2,1,2,2,0,2,3,2,0,0,0,200.0,1,14.0,1,405.0,2,2,232.0,0,0,2,1,0,0,2,0,0,32.0,2,0,0,2,2,0,11,0,30,0,800.0,1,0,2060,0,0,1,1,1,1,1,1,1
489000.0,13,150.0,4,1,0,1,1,2,1,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,105.0,2,0,2,2,0,2,2,0,0,32.0,2,1,1,2,2,2,1,0,11,7,1642.0,1,12,2018,0,0,1,1,1,1,0,1,0
209000.0,1,65.0,4,1,0,1,1,2,1,1963.0,2,1,2,2,19,2,1,2,2,2,0,63.0,1,14.0,1,405.0,2,1,767.0,1,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,30,18,550.0,1,9,2170,0,0,0,0,1,1,0,1,0
249000.0,13,83.0,4,3,0,1,0,2,1,1974.0,2,0,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,2,204.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,22,0,30,0,988.0,1,0,2600,0,0,0,1,1,1,0,1,0
255000.0,1,108.0,4,1,0,1,1,2,1,1953.0,2,1,2,2,0,2,3,2,2,2,0,140.0,1,14.0,1,405.0,2,1,232.0,1,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,30,0,448.0,1,0,2610,0,0,0,0,1,1,1,1,0
399000.0,20,116.0,4,1,2,1,2,2,4,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,3.0,1,405.0,2,2,395.0,0,0,0,0,0,2,2,0,2,32.0,2,0,1,1,2,2,22,0,26,0,800.0,1,0,2000,0,0,1,1,0,1,0,1,1
375000.0,20,150.0,2,4,2,1,0,2,1,2011.0,2,0,2,2,7,2,3,2,0,0,0,200.0,1,14.0,1,405.0,2,2,207.0,0,0,2,0,0,0,2,0,0,32.0,2,1,0,2,2,0,23,0,12,7,800.0,1,0,2050,0,0,1,1,1,1,0,1,1
280000.0,13,94.0,4,4,0,1,0,2,1,1958.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,23.0,1,405.0,2,2,239.0,2,0,2,2,0,2,2,0,0,37.0,2,1,0,2,2,2,27,0,25,0,800.0,1,0,2020,0,0,0,1,0,1,0,0,1
219000.0,13,114.0,2,4,2,1,0,2,1,1977.0,2,0,2,2,19,2,6,2,0,0,0,200.0,1,6.0,1,405.0,2,2,126.0,0,0,2,2,0,0,2,0,0,32.0,2,0,1,2,2,0,27,0,30,18,800.0,1,0,2100,0,0,0,1,0,1,0,1,1
625000.0,22,310.0,4,4,2,1,0,2,1,1999.0,0,0,2,2,11,2,1,2,2,2,0,200.0,1,14.0,1,405.0,2,2,111.0,0,0,2,0,0,0,2,0,2,32.0,0,1,0,1,2,0,18,0,22,18,3231.0,1,0,2050,0,0,0,1,1,1,0,1,0
340000.0,13,91.0,4,1,0,1,0,2,1,2013.0,2,0,2,2,0,2,3,2,2,2,0,200.0,1,6.0,1,405.0,2,1,85.0,2,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,11,0,22,0,1025.0,1,0,2050,0,0,0,1,0,1,0,1,0
274900.0,13,85.0,4,1,0,1,0,2,1,1950.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,177.0,1,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,1,0,11,0,544.0,1,0,2610,0,0,0,1,1,1,0,1,0
169000.0,1,71.0,5,1,0,1,0,2,1,1960.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,2,180.0,1,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,11,0,11,0,500.0,1,0,2100,0,0,0,1,1,1,0,1,0
350000.0,20,119.0,4,1,0,1,0,2,1,1973.0,2,1,2,2,19,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,1,158.0,1,0,2,1,0,2,2,0,0,32.0,2,1,0,2,2,2,1,0,22,18,800.0,1,0,2140,0,0,0,1,1,1,0,1,1
229000.0,1,66.0,4,4,0,0,0,2,1,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,2,153.0,2,0,2,2,0,2,2,0,0,32.0,2,1,0,2,2,2,15,0,20,0,800.0,1,0,2018,0,0,1,1,1,1,0,1,1
229000.0,20,90.0,0,1,0,1,0,2,1,1965.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,4.0,1,405.0,2,1,267.0,1,0,2,0,0,2,2,0,0,34.0,2,1,0,2,2,2,15,0,20,0,664.0,1,0,2100,0,0,0,1,0,1,0,0,0
225000.0,1,60.0,4,4,0,0,0,2,1,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,14.0,1,405.0,2,2,196.0,2,0,2,2,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,20,0,800.0,1,0,2018,0,0,1,1,1,1,0,1,1
230000.0,13,82.0,4,1,0,0,0,2,1,2011.0,2,0,2,2,0,2,2,2,2,2,0,200.0,1,14.0,1,405.0,2,1,644.0,1,0,2,0,0,2,2,0,0,32.0,2,1,0,2,2,2,15,0,20,0,546.0,1,0,2100,0,0,1,1,1,1,0,1,0
285000.0,1,48.0,4,1,0,1,1,2,1,2006.0,2,0,2,2,0,2,3,2,2,2,0,75.0,1,25.0,1,405.0,2,1,225.0,0,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,27,0,25,0,800.0,1,9,2170,0,0,0,0,0,1,0,1,1
285000.0,13,85.0,4,1,0,1,0,2,1,2006.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,5.0,1,405.0,2,1,167.0,0,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,18,0,22,0,800.0,1,0,2170,0,0,0,1,0,1,0,1,1
189000.0,20,67.0,4,1,0,1,0,2,1,2011.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,8.0,1,405.0,2,1,177.0,2,0,2,1,0,2,2,0,0,32.0,2,1,0,2,2,2,27,0,20,0,800.0,1,9,2060,0,0,1,1,0,1,0,1,1
225000.0,13,113.0,4,1,0,1,0,2,1,1961.0,2,1,2,2,0,2,3,2,2,2,0,200.0,1,4.0,1,405.0,2,1,191.0,1,0,2,0,0,2,2,0,0,32.0,2,1,1,2,2,2,18,0,26,0,800.0,1,0,2140,0,0,0,1,0,1,0,1,1
192500.0,1,83.0,4,4,0,0,0,2,1,1967.0,2,1,2,2,0,2,2,2,2,2,0,200.0,1,14.0,1,405.0,2,2,245.0,2,0,2,0,0,2,2,0,0,33.0,2,1,1,2,2,2,25,0,29,0,748.0,1,0,2100,0,0,0,1,1,1,0,0,0
270000.0,1,78.0,2,4,2,0,0,2,1,1919.0,2,1,2,2,19,2,3,2,0,0,0,200.0,1,14.0,1,405.0,2,2,243.0,0,0,2,0,0,0,2,0,0,32.0,2,0,0,2,2,0,1,0,22,18,800.0,1,0,2000,0,0,0,1,1,1,0,1,1
